customer_id,last_order_date,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_total,segment
CUST5755,2025-12-10,7,54013.46,203,2,3,3,8,Loyal Customers
CUST5756,2026-03-19,8,58962.6,104,3,4,3,10,Champions
CUST5757,2025-11-05,4,31636.6,238,2,2,2,6,Potential Loyalists
CUST5758,2026-06-08,5,33271.049999999996,23,4,2,2,8,Loyal Customers
CUST5759,2024-08-25,1,8119.12,675,1,1,1,3,Lost / Churned
CUST5760,2026-04-25,3,21598.82,67,3,1,1,5,At Risk
CUST5761,2026-05-19,16,117672.87,43,4,4,4,12,Champions
CUST5762,2026-06-11,2,6894.89,20,4,1,1,6,Potential Loyalists
CUST5763,2026-06-19,10,160168.28,12,4,4,4,12,Champions
CUST5764,2025-10-01,5,36779.68,273,2,2,2,6,Potential Loyalists
CUST5765,2025-10-26,3,21317.16,248,2,1,1,4,At Risk
CUST5766,2026-03-07,6,52394.729999999996,116,3,3,3,9,Loyal Customers
CUST5767,2026-06-25,9,48941.15,6,4,4,3,11,Champions
CUST5768,2026-05-16,7,37682.65,46,4,3,2,9,Loyal Customers
CUST5769,2025-12-30,1,13135.44,183,2,1,1,4,At Risk
CUST5770,2026-06-20,16,169448.08,11,4,4,4,12,Champions
CUST5771,2025-10-18,11,105234.61,256,2,4,4,10,Champions
CUST5772,2026-04-23,4,52425.78,69,3,2,3,8,Loyal Customers
CUST5773,2026-06-23,7,60865.130000000005,8,4,3,3,10,Champions
CUST5774,2026-05-11,1,3240.27,51,4,1,1,6,Potential Loyalists
CUST5775,2026-01-01,6,66120.23,181,2,3,3,8,Loyal Customers
CUST5776,2026-02-20,6,59621.299999999996,131,3,3,3,9,Loyal Customers
CUST5777,2026-03-26,7,76014.75,97,3,3,4,10,Champions
CUST5778,2024-02-27,1,5768.32,855,1,1,1,3,Lost / Churned
CUST5779,2026-04-04,3,29495.11,88,3,1,2,6,Potential Loyalists
CUST5780,2026-04-08,2,15626.65,84,3,1,1,5,At Risk
CUST5781,2026-03-18,3,30482.43,105,3,1,2,6,Potential Loyalists
CUST5782,2026-03-02,6,87520.39,121,3,3,4,10,Champions
CUST5783,2026-02-01,4,34099.61,150,2,2,2,6,Potential Loyalists
CUST5784,2025-12-06,8,90968.92,207,2,4,4,10,Champions
CUST5785,2025-11-03,2,14072.810000000001,240,2,1,1,4,At Risk
CUST5786,2026-06-10,11,67943.78,21,4,4,3,11,Champions
CUST5787,2026-04-26,2,8025.94,66,3,1,1,5,At Risk
CUST5788,2026-06-14,4,54270.36,17,4,2,3,9,Loyal Customers
CUST5789,2026-01-18,7,87921.07999999999,164,2,3,4,9,Loyal Customers
CUST5790,2026-05-19,4,52241.63,43,4,2,3,9,Loyal Customers
CUST5791,2025-09-02,5,54744.049999999996,302,1,2,3,6,Potential Loyalists
CUST5792,2025-08-04,5,29155.739999999998,331,1,2,2,5,At Risk
CUST5793,2025-11-09,2,33446.58,234,2,1,2,5,At Risk
CUST5794,2026-06-03,4,27282.660000000003,28,4,2,2,8,Loyal Customers
CUST5795,2025-11-10,4,38205.04,233,2,2,2,6,Potential Loyalists
CUST5796,2026-05-24,9,93420.59,38,4,4,4,12,Champions
CUST5797,2025-04-05,2,11378.8,452,1,1,1,3,Lost / Churned
CUST5798,2026-01-05,3,18110.43,177,2,1,1,4,At Risk
CUST5799,2026-01-05,3,33939.81,177,2,1,2,5,At Risk
CUST5800,2026-05-19,6,39312.94,43,4,3,2,9,Loyal Customers
CUST5801,2025-08-12,3,46734.51,323,1,1,3,5,At Risk
CUST5802,2026-06-03,3,27551.269999999997,28,4,1,2,7,Potential Loyalists
CUST5803,2026-06-26,13,109443.66,5,4,4,4,12,Champions
CUST5804,2025-05-29,4,43303.07,398,1,2,2,5,At Risk
CUST5805,2025-10-15,3,58826.09,259,2,1,3,6,Potential Loyalists
CUST5806,2025-07-27,6,45693.4,339,1,3,3,7,Potential Loyalists
CUST5807,2026-03-28,5,41797.98,95,3,2,2,7,Potential Loyalists
CUST5808,2026-05-22,20,164780.09,40,4,4,4,12,Champions
CUST5809,2026-06-25,8,84526.2,6,4,4,4,12,Champions
CUST5810,2026-03-01,4,45599.51,122,3,2,3,8,Loyal Customers
CUST5811,2024-11-05,1,7564.58,603,1,1,1,3,Lost / Churned
CUST5812,2024-03-09,1,10481.54,844,1,1,1,3,Lost / Churned
CUST5813,2026-03-20,4,24772.77,103,3,2,1,6,Potential Loyalists
CUST5814,2026-05-13,3,36699.92,49,4,1,2,7,Potential Loyalists
CUST5815,2025-12-03,6,31574.25,210,2,3,2,7,Potential Loyalists
CUST5816,2026-06-19,9,88245.59,12,4,4,4,12,Champions
CUST5817,2026-04-02,6,49049.77,90,3,3,3,9,Loyal Customers
CUST5818,2025-07-20,8,130399.83,346,1,4,4,9,Loyal Customers
CUST5819,2026-04-29,8,66198.32,63,3,4,3,10,Champions
CUST5820,2026-05-30,10,104507.33,32,4,4,4,12,Champions
CUST5821,2024-12-13,5,27628.18,565,1,2,2,5,At Risk
CUST5822,2026-01-13,8,58629.41,169,2,4,3,9,Loyal Customers
CUST5823,2026-03-15,8,53877.06,108,3,4,3,10,Champions
CUST5824,2025-06-05,3,11436.599999999999,391,1,1,1,3,Lost / Churned
CUST5825,2025-07-30,4,42600.4,336,1,2,2,5,At Risk
CUST5826,2026-06-28,5,41874.11,3,4,2,2,8,Loyal Customers
CUST5827,2025-05-31,2,9395.45,396,1,1,1,3,Lost / Churned
CUST5828,2026-02-16,6,58056.0,135,3,3,3,9,Loyal Customers
CUST5829,2026-05-16,13,128214.71,46,4,4,4,12,Champions
CUST5830,2026-06-15,9,99625.76000000001,16,4,4,4,12,Champions
CUST5831,2026-05-16,6,59140.06,46,4,3,3,10,Champions
CUST5832,2025-12-06,4,16983.47,207,2,2,1,5,At Risk
CUST5833,2026-05-16,2,21281.52,46,4,1,1,6,Potential Loyalists
CUST5834,2026-05-25,6,69491.11,37,4,3,3,10,Champions
CUST5835,2026-03-04,5,56398.9,119,3,2,3,8,Loyal Customers
CUST5836,2025-12-17,4,50002.68,196,2,2,3,7,Potential Loyalists
CUST5837,2026-03-08,5,96076.08,115,3,2,4,9,Loyal Customers
CUST5838,2025-08-23,5,58804.19,312,1,2,3,6,Potential Loyalists
CUST5839,2025-12-02,3,32237.510000000002,211,2,1,2,5,At Risk
CUST5840,2026-06-11,12,97250.49,20,4,4,4,12,Champions
CUST5841,2025-09-12,5,59630.07,292,1,2,3,6,Potential Loyalists
CUST5842,2026-06-09,5,42119.63,22,4,2,2,8,Loyal Customers
CUST5843,2025-06-10,5,61348.17,386,1,2,3,6,Potential Loyalists
CUST5844,2025-04-08,2,27109.86,449,1,1,2,4,At Risk
CUST5845,2024-02-22,2,17836.84,860,1,1,1,3,Lost / Churned
CUST5846,2025-03-15,4,29435.63,473,1,2,2,5,At Risk
CUST5847,2025-05-02,2,19639.989999999998,425,1,1,1,3,Lost / Churned
CUST5848,2026-03-17,5,59133.89,106,3,2,3,8,Loyal Customers
CUST5849,2026-02-03,10,92877.94,148,2,4,4,10,Champions
CUST5850,2026-01-02,3,18897.89,180,2,1,1,4,At Risk
CUST5851,2026-05-18,6,88565.68,44,4,3,4,11,Champions
CUST5852,2025-09-12,2,31436.63,292,1,1,2,4,At Risk
CUST5853,2026-04-01,4,72911.43,91,3,2,4,9,Loyal Customers
CUST5854,2025-08-13,2,14058.89,322,1,1,1,3,Lost / Churned
CUST5855,2025-02-14,4,12747.38,502,1,2,1,4,At Risk
CUST5856,2026-04-17,10,60007.3,75,3,4,3,10,Champions
CUST5857,2025-02-02,6,30777.07,514,1,3,2,6,Potential Loyalists
CUST5858,2026-06-24,15,142951.12,7,4,4,4,12,Champions
CUST5859,2026-03-18,4,57169.28,105,3,2,3,8,Loyal Customers
CUST5860,2026-05-30,7,112678.98000000001,32,4,3,4,11,Champions
CUST5861,2025-04-18,3,40068.59,439,1,1,2,4,At Risk
CUST5862,2026-02-04,3,16928.05,147,2,1,1,4,At Risk
CUST5863,2026-05-14,1,4616.14,48,4,1,1,6,Potential Loyalists
CUST5864,2025-08-13,1,15924.51,322,1,1,1,3,Lost / Churned
CUST5865,2026-06-05,4,43906.95,26,4,2,2,8,Loyal Customers
CUST5866,2026-01-18,5,48983.61,164,2,2,3,7,Potential Loyalists
CUST5867,2025-09-18,2,24284.59,286,1,1,1,3,Lost / Churned
CUST5868,2026-02-18,8,95562.4,133,3,4,4,11,Champions
CUST5869,2026-02-03,2,15294.989999999998,148,2,1,1,4,At Risk
CUST5870,2026-05-17,8,80485.56,45,4,4,4,12,Champions
CUST5871,2026-02-22,4,34374.22,129,3,2,2,7,Potential Loyalists
CUST5872,2025-11-15,3,33055.76,228,2,1,2,5,At Risk
CUST5873,2026-06-18,7,88732.14,13,4,3,4,11,Champions
CUST5874,2026-02-13,2,35953.83,138,2,1,2,5,At Risk
CUST5875,2026-03-29,6,42719.08,94,3,3,2,8,Loyal Customers
CUST5876,2026-04-10,12,120029.41,82,3,4,4,11,Champions
CUST5877,2026-02-06,4,35732.05,145,2,2,2,6,Potential Loyalists
CUST5878,2025-12-02,3,35568.5,211,2,1,2,5,At Risk
CUST5879,2026-06-10,4,51041.34,21,4,2,3,9,Loyal Customers
CUST5880,2026-02-24,11,64263.83,127,3,4,3,10,Champions
CUST5881,2026-02-11,8,70148.45999999999,140,2,4,3,9,Loyal Customers
CUST5882,2026-06-21,4,50221.4,10,4,2,3,9,Loyal Customers
CUST5883,2026-06-05,1,13418.95,26,4,1,1,6,Potential Loyalists
CUST5884,2026-03-30,4,55079.0,93,3,2,3,8,Loyal Customers
CUST5885,2026-02-25,4,54925.8,126,3,2,3,8,Loyal Customers
CUST5886,2026-01-21,3,46076.880000000005,161,2,1,3,6,Potential Loyalists
CUST5887,2025-01-30,3,25744.0,517,1,1,2,4,At Risk
CUST5888,2026-02-10,11,84576.95999999999,141,2,4,4,10,Champions
CUST5889,2026-05-01,7,72197.05,61,3,3,4,10,Champions
CUST5890,2026-01-28,12,102984.49,154,2,4,4,10,Champions
CUST5891,2026-05-11,5,43127.17,51,4,2,2,8,Loyal Customers
CUST5892,2026-05-27,8,57220.33,35,4,4,3,11,Champions
CUST5893,2025-09-05,3,18132.71,299,1,1,1,3,Lost / Churned
CUST5894,2025-03-02,6,44858.06,486,1,3,3,7,Potential Loyalists
CUST5895,2025-08-21,2,11015.24,314,1,1,1,3,Lost / Churned
CUST5896,2026-06-07,13,110127.26000000001,24,4,4,4,12,Champions
CUST5897,2026-01-28,5,72207.07,154,2,2,4,8,Loyal Customers
CUST5898,2025-12-19,15,148195.56,194,2,4,4,10,Champions
CUST5899,2026-05-03,9,25532.7,59,3,4,2,9,Loyal Customers
CUST5900,2025-10-31,2,17445.61,243,2,1,1,4,At Risk
CUST5901,2025-12-09,3,10262.189999999999,204,2,1,1,4,At Risk
CUST5902,2026-01-27,6,60652.81,155,2,3,3,8,Loyal Customers
CUST5903,2026-06-11,6,58997.16,20,4,3,3,10,Champions
CUST5904,2025-06-17,3,34275.729999999996,379,1,1,2,4,At Risk
CUST5905,2026-03-30,12,139071.52000000002,93,3,4,4,11,Champions
CUST5906,2025-07-25,3,31981.72,341,1,1,2,4,At Risk
CUST5907,2026-06-25,5,39873.03,6,4,2,2,8,Loyal Customers
CUST5908,2025-11-23,5,43644.16,220,2,2,2,6,Potential Loyalists
CUST5909,2024-01-16,1,1132.2,897,1,1,1,3,Lost / Churned
CUST5910,2026-05-08,9,84599.74,54,4,4,4,12,Champions
CUST5911,2026-03-08,12,126578.34,115,3,4,4,11,Champions
CUST5912,2026-02-21,7,85636.98999999999,130,3,3,4,10,Champions
CUST5913,2024-11-16,3,11707.51,592,1,1,1,3,Lost / Churned
CUST5914,2024-02-26,1,22361.92,856,1,1,1,3,Lost / Churned
CUST5915,2026-06-29,3,23249.09,2,4,1,1,6,Potential Loyalists
CUST5916,2026-04-19,3,27910.69,73,3,1,2,6,Potential Loyalists
CUST5917,2025-09-27,3,23267.54,277,2,1,1,4,At Risk
CUST5918,2026-05-08,17,162296.8,54,4,4,4,12,Champions
CUST5919,2025-10-23,2,29266.6,251,2,1,2,5,At Risk
CUST5920,2026-06-21,7,79328.51,10,4,3,4,11,Champions
CUST5921,2026-05-29,5,47948.41,33,4,2,3,9,Loyal Customers
CUST5922,2026-01-23,6,74386.14,159,2,3,4,9,Loyal Customers
CUST5923,2026-02-17,1,7035.89,134,3,1,1,5,At Risk
CUST5924,2026-04-23,3,12363.23,69,3,1,1,5,At Risk
CUST5925,2025-01-12,3,31637.21,535,1,1,2,4,At Risk
CUST5926,2026-04-12,8,82627.90000000001,80,3,4,4,11,Champions
CUST5927,2024-09-18,2,18353.84,651,1,1,1,3,Lost / Churned
CUST5928,2024-05-10,2,5372.37,782,1,1,1,3,Lost / Churned
CUST5929,2025-06-01,3,21157.809999999998,395,1,1,1,3,Lost / Churned
CUST5930,2026-02-12,3,44845.54,139,2,1,3,6,Potential Loyalists
CUST5931,2026-06-29,13,114899.64,2,4,4,4,12,Champions
CUST5932,2025-08-22,4,53871.5,313,1,2,3,6,Potential Loyalists
CUST5933,2026-05-15,2,23414.79,47,4,1,1,6,Potential Loyalists
CUST5934,2026-05-06,3,57855.65,56,3,1,3,7,Potential Loyalists
CUST5935,2026-02-22,3,17230.57,129,3,1,1,5,At Risk
CUST5936,2026-04-09,4,34700.55,83,3,2,2,7,Potential Loyalists
CUST5937,2026-01-12,5,34053.05,170,2,2,2,6,Potential Loyalists
CUST5938,2026-05-29,15,179095.74,33,4,4,4,12,Champions
CUST5939,2026-01-01,4,56306.21,181,2,2,3,7,Potential Loyalists
CUST5940,2025-06-23,1,178.44,373,1,1,1,3,Lost / Churned
CUST5941,2025-08-31,4,59514.119999999995,304,1,2,3,6,Potential Loyalists
CUST5942,2026-06-16,5,46008.78,15,4,3,3,10,Champions
CUST5943,2026-05-29,3,33495.25,33,4,1,2,7,Potential Loyalists
CUST5944,2026-04-26,4,28309.379999999997,66,3,2,2,7,Potential Loyalists
CUST5945,2025-10-05,2,31906.21,269,2,1,2,5,At Risk
CUST5946,2025-02-04,2,22544.79,512,1,1,1,3,Lost / Churned
CUST5947,2025-05-12,1,1616.8,415,1,1,1,3,Lost / Churned
CUST5948,2026-03-13,1,5654.64,110,3,1,1,5,At Risk
CUST5949,2026-04-14,14,138242.68,78,3,4,4,11,Champions
CUST5950,2026-03-03,6,39787.25,120,3,3,2,8,Loyal Customers
CUST5951,2026-04-26,3,25849.239999999998,66,3,1,2,6,Potential Loyalists
CUST5952,2026-02-16,3,10877.710000000001,135,3,1,1,5,At Risk
CUST5953,2025-07-11,2,48327.41,355,1,1,3,5,At Risk
CUST5954,2026-06-29,13,71571.54000000001,2,4,4,4,12,Champions
CUST5955,2026-05-12,3,24893.98,50,4,1,2,7,Potential Loyalists
CUST5956,2025-10-26,6,57297.03,248,2,3,3,8,Loyal Customers
CUST5957,2026-06-30,4,31288.2,1,4,2,2,8,Loyal Customers
CUST5958,2026-01-13,4,55167.369999999995,169,2,2,3,7,Potential Loyalists
CUST5959,2026-05-21,9,88609.69,41,4,4,4,12,Champions
CUST5960,2025-06-19,7,40980.97,377,1,3,2,6,Potential Loyalists
CUST5961,2026-04-27,8,86306.73000000001,65,3,4,4,11,Champions
CUST5962,2024-07-14,2,4046.67,717,1,1,1,3,Lost / Churned
CUST5963,2026-05-10,3,36099.78,52,4,1,2,7,Potential Loyalists
CUST5964,2024-05-14,2,24539.89,778,1,1,1,3,Lost / Churned
CUST5965,2026-06-18,5,78818.49,13,4,3,4,11,Champions
CUST5966,2025-11-16,1,8837.38,227,2,1,1,4,At Risk
CUST5967,2026-01-21,8,88915.39,161,2,4,4,10,Champions
CUST5968,2024-06-07,1,19209.82,754,1,1,1,3,Lost / Churned
CUST5969,2025-11-17,7,75204.98,226,2,3,4,9,Loyal Customers
CUST5970,2025-04-28,5,75856.75,429,1,3,4,8,Loyal Customers
CUST5971,2025-02-27,3,20191.51,489,1,1,1,3,Lost / Churned
CUST5972,2025-09-21,2,54311.600000000006,283,2,1,3,6,Potential Loyalists
CUST5973,2025-09-05,9,82569.2,299,1,4,4,9,Loyal Customers
CUST5974,2025-07-23,1,11857.3,343,1,1,1,3,Lost / Churned
CUST5975,2025-06-22,2,37426.39,374,1,1,2,4,At Risk
CUST5976,2025-02-28,1,18225.06,488,1,1,1,3,Lost / Churned
CUST5977,2026-05-03,12,123811.75,59,3,4,4,11,Champions
CUST5978,2026-05-02,8,68272.99,60,3,4,3,10,Champions
CUST5979,2025-12-04,5,42611.62,209,2,3,2,7,Potential Loyalists
CUST5980,2026-03-14,8,129843.98,109,3,4,4,11,Champions
CUST5981,2024-07-10,1,7084.27,721,1,1,1,3,Lost / Churned
CUST5982,2026-05-25,10,95404.47,37,4,4,4,12,Champions
CUST5983,2026-06-03,12,181616.1,28,4,4,4,12,Champions
CUST5984,2026-04-22,3,18157.75,70,3,1,1,5,At Risk
CUST5985,2025-12-19,1,1765.69,194,2,1,1,4,At Risk
CUST5986,2026-06-15,9,104515.53,16,4,4,4,12,Champions
CUST5987,2026-04-21,5,99025.64,71,3,3,4,10,Champions
CUST5988,2026-06-29,6,27213.83,2,4,3,2,9,Loyal Customers
CUST5989,2026-03-26,5,37441.54,97,3,3,2,8,Loyal Customers
CUST5990,2024-05-30,1,28236.89,762,1,1,2,4,At Risk
CUST5991,2026-06-05,5,63484.43,26,4,3,3,10,Champions
CUST5992,2026-05-03,7,77215.53,59,3,3,4,10,Champions
CUST5993,2025-10-09,3,13213.27,265,2,1,1,4,At Risk
CUST5994,2024-10-30,2,40955.869999999995,609,1,1,2,4,At Risk
CUST5995,2026-04-15,8,64744.18,77,3,4,3,10,Champions
CUST5996,2026-04-21,2,14884.26,71,3,1,1,5,At Risk
CUST5997,2026-03-31,7,79316.81999999999,92,3,3,4,10,Champions
CUST5998,2026-01-07,5,47204.87,175,2,3,3,8,Loyal Customers
CUST5999,2025-11-17,5,32565.02,226,2,3,2,7,Potential Loyalists
CUST6000,2026-05-31,12,88759.69,31,4,4,4,12,Champions
CUST6001,2024-11-13,3,31031.71,595,1,1,2,4,At Risk
CUST6002,2026-05-03,5,42841.48,59,3,3,2,8,Loyal Customers
CUST6003,2026-02-17,6,84379.49,134,3,3,4,10,Champions
CUST6004,2026-04-02,9,123090.31,90,3,4,4,11,Champions
CUST6005,2026-01-25,4,45975.9,157,2,2,3,7,Potential Loyalists
CUST6006,2026-04-29,8,63136.44,63,3,4,3,10,Champions
CUST6007,2026-02-01,4,23667.4,150,2,2,1,5,At Risk
CUST6008,2026-04-05,5,36185.07,87,3,3,2,8,Loyal Customers
CUST6009,2026-06-18,14,179650.81,13,4,4,4,12,Champions
CUST6010,2026-04-08,5,37563.96,84,3,3,2,8,Loyal Customers
CUST6011,2026-06-27,8,49715.54,4,4,4,3,11,Champions
CUST6012,2026-05-24,5,57581.54,38,4,3,3,10,Champions
CUST6013,2026-01-09,7,48743.25,173,2,3,3,8,Loyal Customers
CUST6014,2026-05-05,7,42940.64,57,3,3,2,8,Loyal Customers
CUST6015,2026-06-17,11,122819.14,14,4,4,4,12,Champions
CUST6016,2026-01-26,6,103236.43,156,2,3,4,9,Loyal Customers
CUST6017,2024-04-26,2,33776.14,796,1,1,2,4,At Risk
CUST6018,2025-10-19,5,49580.130000000005,255,2,3,3,8,Loyal Customers
CUST6019,2026-01-18,1,11583.8,164,2,1,1,4,At Risk
CUST6020,2026-01-23,4,52190.37,159,2,2,3,7,Potential Loyalists
CUST6021,2026-05-26,6,54030.439999999995,36,4,3,3,10,Champions
CUST6022,2025-06-30,2,8896.16,366,1,1,1,3,Lost / Churned
CUST6023,2026-05-18,9,82491.64,44,4,4,4,12,Champions
CUST6024,2025-04-04,4,28167.16,453,1,2,2,5,At Risk
CUST6025,2025-11-13,3,49546.29,230,2,1,3,6,Potential Loyalists
CUST6026,2026-06-30,7,81396.20999999999,1,4,3,4,11,Champions
CUST6027,2026-04-12,1,10908.77,80,3,1,1,5,At Risk
CUST6028,2026-02-04,7,70957.23999999999,147,2,3,4,9,Loyal Customers
CUST6029,2026-04-10,7,36336.72,82,3,3,2,8,Loyal Customers
CUST6030,2026-05-23,6,66483.01000000001,39,4,3,3,10,Champions
CUST6031,2024-12-10,1,14515.74,568,1,1,1,3,Lost / Churned
CUST6032,2026-05-05,8,98824.03,57,3,4,4,11,Champions
CUST6033,2026-02-19,11,101763.07,132,3,4,4,11,Champions
CUST6034,2026-03-27,4,23076.18,96,3,2,1,6,Potential Loyalists
CUST6035,2026-02-18,10,82343.45,133,3,4,4,11,Champions
CUST6036,2026-03-23,10,79963.62,100,3,4,4,11,Champions
CUST6037,2025-06-15,5,70417.5,381,1,3,3,7,Potential Loyalists
CUST6038,2026-02-04,2,30426.519999999997,147,2,1,2,5,At Risk
CUST6039,2026-04-30,10,130987.36,62,3,4,4,11,Champions
CUST6040,2025-07-25,9,55409.200000000004,341,1,4,3,8,Loyal Customers
CUST6041,2026-05-13,12,107895.2,49,4,4,4,12,Champions
CUST6042,2025-01-28,1,4057.83,519,1,1,1,3,Lost / Churned
CUST6043,2026-02-26,5,38720.399999999994,125,3,3,2,8,Loyal Customers
CUST6044,2026-05-17,2,12379.91,45,4,1,1,6,Potential Loyalists
CUST6045,2026-04-27,6,51252.03,65,3,3,3,9,Loyal Customers
CUST6046,2025-11-09,2,25900.41,234,2,1,2,5,At Risk
CUST6047,2025-07-12,4,49201.25,354,1,2,3,6,Potential Loyalists
CUST6048,2025-09-10,6,61330.88,294,1,3,3,7,Potential Loyalists
CUST6049,2025-12-04,8,59110.299999999996,209,2,4,3,9,Loyal Customers
CUST6050,2024-04-14,1,7974.39,808,1,1,1,3,Lost / Churned
CUST6051,2025-09-03,2,32354.010000000002,301,1,1,2,4,At Risk
CUST6052,2026-06-15,8,51806.4,16,4,4,3,11,Champions
CUST6053,2024-05-19,1,8242.75,773,1,1,1,3,Lost / Churned
CUST6054,2026-02-23,9,68056.15,128,3,4,3,10,Champions
CUST6055,2026-05-15,6,69060.33,47,4,3,3,10,Champions
CUST6056,2025-12-01,6,119088.39,212,2,3,4,9,Loyal Customers
CUST6057,2026-01-25,5,39317.77,157,2,3,2,7,Potential Loyalists
CUST6058,2026-03-27,9,44274.07,96,3,4,2,9,Loyal Customers
CUST6059,2026-05-30,3,32409.53,32,4,1,2,7,Potential Loyalists
CUST6060,2026-03-23,7,62405.409999999996,100,3,3,3,9,Loyal Customers
CUST6061,2026-01-15,7,79235.56,167,2,3,4,9,Loyal Customers
CUST6062,2026-06-21,5,36771.51,10,4,3,2,9,Loyal Customers
CUST6063,2026-06-16,10,101951.22,15,4,4,4,12,Champions
CUST6064,2026-02-25,7,36955.98,126,3,3,2,8,Loyal Customers
CUST6065,2026-06-13,8,74200.48999999999,18,4,4,4,12,Champions
CUST6066,2026-02-04,11,86824.73,147,2,4,4,10,Champions
CUST6067,2026-06-29,4,56299.67,2,4,2,3,9,Loyal Customers
CUST6068,2026-04-22,8,70563.34,70,3,4,3,10,Champions
CUST6069,2026-03-03,6,52012.42,120,3,3,3,9,Loyal Customers
CUST6070,2025-05-30,3,17269.71,397,1,2,1,4,At Risk
CUST6071,2026-05-04,16,193851.84,58,3,4,4,11,Champions
CUST6072,2026-04-19,8,80898.37,73,3,4,4,11,Champions
CUST6073,2025-01-21,1,13324.1,526,1,1,1,3,Lost / Churned
CUST6074,2025-09-16,7,73246.71,288,1,3,4,8,Loyal Customers
CUST6075,2026-06-30,5,52677.3,1,4,3,3,10,Champions
CUST6076,2024-04-04,1,707.79,818,1,1,1,3,Lost / Churned
CUST6077,2024-08-01,4,13686.4,699,1,2,1,4,At Risk
CUST6078,2025-03-28,1,29754.42,460,1,1,2,4,At Risk
CUST6079,2026-01-18,5,45430.15,164,2,3,3,8,Loyal Customers
CUST6080,2026-02-06,5,41462.92,145,2,3,2,7,Potential Loyalists
CUST6081,2026-02-11,3,46442.6,140,2,2,3,7,Potential Loyalists
CUST6082,2025-12-06,5,30067.57,207,2,3,2,7,Potential Loyalists
CUST6083,2026-01-04,5,89354.17,178,2,3,4,9,Loyal Customers
CUST6084,2026-02-06,3,30100.82,145,2,2,2,6,Potential Loyalists
CUST6085,2026-06-25,2,37520.9,6,4,1,2,7,Potential Loyalists
CUST6086,2026-04-07,10,92937.82,85,3,4,4,11,Champions
CUST6087,2026-04-16,8,101377.15,76,3,4,4,11,Champions
CUST6088,2026-06-30,12,121349.39,1,4,4,4,12,Champions
CUST6089,2025-12-07,4,34667.94,206,2,2,2,6,Potential Loyalists
CUST6090,2024-01-17,1,6265.66,896,1,1,1,3,Lost / Churned
CUST6091,2026-03-25,2,44024.28,98,3,1,2,6,Potential Loyalists
CUST6092,2025-11-25,11,85676.59,218,2,4,4,10,Champions
CUST6093,2026-06-08,8,77285.5,23,4,4,4,12,Champions
CUST6094,2026-05-26,6,43222.71,36,4,3,2,9,Loyal Customers
CUST6095,2026-02-01,5,70832.9,150,2,3,4,9,Loyal Customers
CUST6096,2026-06-30,9,107655.65,1,4,4,4,12,Champions
CUST6097,2026-04-06,4,40361.14,86,3,2,2,7,Potential Loyalists
CUST6098,2026-05-28,7,80843.31,34,4,3,4,11,Champions
CUST6099,2024-11-29,2,11224.16,579,1,1,1,3,Lost / Churned
CUST6100,2026-01-25,5,45581.58,157,2,3,3,8,Loyal Customers
CUST6101,2026-01-16,6,61423.53,166,2,3,3,8,Loyal Customers
CUST6102,2026-06-04,3,11758.41,27,4,2,1,7,Potential Loyalists
CUST6103,2026-02-15,2,32726.760000000002,136,3,1,2,6,Potential Loyalists
CUST6104,2025-12-25,3,55770.56,188,2,2,3,7,Potential Loyalists
CUST6105,2026-04-22,11,102886.68000000001,70,3,4,4,11,Champions
CUST6106,2026-03-24,3,14142.19,99,3,2,1,6,Potential Loyalists
CUST6107,2026-03-24,8,91564.5,99,3,4,4,11,Champions
CUST6108,2026-05-18,3,6037.82,44,4,2,1,7,Potential Loyalists
CUST6109,2026-03-17,8,95173.8,106,3,4,4,11,Champions
CUST6110,2025-07-29,2,29069.58,337,1,1,2,4,At Risk
CUST6111,2026-02-13,1,22196.09,138,2,1,1,4,At Risk
CUST6112,2026-04-24,7,45810.07,68,3,3,3,9,Loyal Customers
CUST6113,2026-05-29,5,35363.97,33,4,3,2,9,Loyal Customers
CUST6114,2026-06-23,6,58456.53,8,4,3,3,10,Champions
CUST6115,2026-01-29,4,40758.12,153,2,2,2,6,Potential Loyalists
CUST6116,2026-06-27,8,72817.40000000001,4,4,4,4,12,Champions
CUST6117,2026-06-26,21,197224.38,5,4,4,4,12,Champions
CUST6118,2025-10-06,5,58311.44,268,2,3,3,8,Loyal Customers
CUST6119,2025-06-22,2,7290.259999999999,374,1,1,1,3,Lost / Churned
CUST6120,2025-05-30,4,15148.52,397,1,2,1,4,At Risk
CUST6121,2026-05-21,3,39993.71,41,4,2,2,8,Loyal Customers
CUST6122,2026-02-28,3,11993.3,123,3,2,1,6,Potential Loyalists
CUST6123,2026-04-26,3,22185.93,66,3,2,1,6,Potential Loyalists
CUST6124,2026-05-07,9,64555.770000000004,55,3,4,3,10,Champions
CUST6125,2025-12-28,6,67939.62,185,2,3,3,8,Loyal Customers
CUST6126,2025-12-09,5,39878.2,204,2,3,2,7,Potential Loyalists
CUST6127,2026-03-15,4,58432.64,108,3,2,3,8,Loyal Customers
CUST6128,2025-12-14,4,14853.7,199,2,2,1,5,At Risk
CUST6129,2025-07-08,4,22408.760000000002,358,1,2,1,4,At Risk
CUST6130,2024-05-07,1,6355.75,785,1,1,1,3,Lost / Churned
CUST6131,2026-06-01,6,56301.97,30,4,3,3,10,Champions
CUST6132,2026-06-20,15,133080.58,11,4,4,4,12,Champions
